"","gene","BOOST_Ising","BOOST_GP","SPARK","BinSpect"
"4575","Cdr1",1,1,1,1
"4576","Pcdha2",0,0,0,0
"4577","Psip1",0,0,0,0
"4578","Rab5b",0,0,0,0
"4579","Eif5",0,0,0,0
"4580","Phf3",0,0,0,0
"4581","Grip2",0,1,0,0
"4582","Stmn4",0,0,0,0
"4583","Csde1",0,0,0,0
"4584","Phospho2",0,0,0,0
"4585","Tnfrsf19",1,0,1,1
"4586","Pbrm1",0,0,0,0
"4587","Fibcd1",1,0,1,1
"4588","Manbal",0,0,0,0
"4589","X2810025M15Rik",0,0,0,0
"4590","Rcan1",0,0,0,0
"4591","Tbc1d23",0,0,0,0
"4592","Rpl14",0,0,0,0
"4593","Ctbp1",0,1,1,0
"4594","Dcc",0,0,0,0
"4595","Sil1",0,0,0,0
"4596","Sdc3",0,0,1,0
"4597","Tshz1",1,1,1,1
"4598","G6pdx",1,0,0,0
"4599","Ermp1",0,0,0,0
"4600","Ndufs3",0,1,0,1
"4601","Bin1",1,1,1,1
"4602","Rplp1",0,0,0,1
"4603","AI414108",0,0,0,0
"4604","Zfp955b",0,0,0,0
"4605","Rps15a.ps6",0,0,0,0
"4606","Synj1",0,0,0,0
"4607","Ppa2",0,0,0,0
"4608","Gm15800",0,0,0,0
"4609","Cisd1",0,0,0,0
"4610","Rasa4",1,0,0,0
"4611","Stk11",0,0,0,0
"4612","Fbxo44",0,0,0,1
"4613","Inpp4a",0,0,0,0
"4614","Mtmr10",0,0,0,0
"4615","Mtpap",0,0,0,0
"4616","Nde1",0,0,0,0
"4617","Pfkl",0,0,0,0
"4618","Fnip1",0,0,0,0
"4619","Dtymk",0,0,0,0
"4620","Vbp1",0,1,0,0
"4621","Creb3",0,0,0,0
"4622","Tmem183a",0,0,0,0
"4623","Deaf1",0,0,0,0
"4624","Cdc16",0,0,0,0
"4625","Pfdn5",0,0,0,0
"4626","Adora1",0,0,0,0
"4627","Brd2",0,0,0,0
"4628","Smchd1",0,0,0,0
"4629","Me3",0,0,0,0
"4630","Sgsm1",0,0,0,0
"4631","Csdc2",0,1,1,0
"4632","Osbpl8",0,0,0,0
"4633","Syap1",0,0,0,0
"4634","Atp1a1",1,1,1,1
"4635","Xrn2",0,0,0,0
"4636","Snx2",0,0,0,0
"4637","Tmem184b",0,0,0,0
"4638","Kcnip4",0,0,0,0
"4639","Aars",0,0,0,0
"4640","Ccdc32",0,0,0,0
"4641","Snca",1,0,0,1
"4642","Asna1",0,0,0,0
"4643","Commd4",0,0,0,0
"4644","Cx3cl1",0,1,1,1
"4645","Vwa1",0,0,1,0
"4646","Mmab",0,0,0,0
"4647","Fkbp5",0,0,0,0
"4648","Srp19",0,0,0,0
"4649","Fam168b",0,0,0,0
"4650","Sox10",1,0,1,1
"4651","Abat",1,0,0,0
"4652","Hnrnpl",0,1,0,0
"4653","Pus10",0,0,0,0
"4654","X0610007P14Rik",0,0,0,0
"4655","Trnt1",0,0,0,0
"4656","Naa10",0,0,0,0
"4657","Neurl1b",0,0,0,1
"4658","Sh3pxd2b",0,0,0,1
"4659","Ak3",0,0,0,0
"4660","Shisa9",1,0,1,1
"4661","Slc46a1",0,0,0,0
"4662","Pdhb",0,0,1,1
"4663","Btf3l4",0,0,0,0
"4664","Oxr1",0,0,0,0
"4665","Rictor",0,0,0,0
"4666","Drd5",0,0,0,0
"4667","Utp18",0,0,0,0
"4668","Zc3h7b",0,0,0,0
"4669","Sp8",0,0,0,0
"4670","Lpar4",0,0,0,0
"4671","Ptprn",0,1,0,0
"4672","Ptplad1",0,1,0,0
"4673","Nptn",0,0,1,0
"4674","Kifc3",0,0,0,0
"4675","Rfesd",0,0,0,0
"4676","Araf",0,0,0,0
"4677","Myeov2",0,0,0,0
"4678","Myo19",0,0,0,0
"4679","Slc37a3",0,0,0,0
"4680","X2010315B03Rik",0,0,0,0
"4681","Cnot1",0,0,0,0
"4682","Phyh",0,0,1,0
"4683","Pcdhb9",0,0,0,0
"4684","Tmed2",0,0,0,0
"4685","Zfp219",0,0,0,0
"4686","Agfg1",0,0,0,0
"4687","Tmem170b",0,0,0,0
"4688","Ppp1r21",0,0,0,0
"4689","Prss23",1,0,1,1
"4690","Fam120aos",0,0,0,0
"4691","Wdr20a",0,0,0,0
"4692","Stat3",0,0,0,0
"4693","Rgs19",0,0,0,0
"4694","Tdrkh",0,0,0,0
"4695","Coa3",0,0,0,0
"4696","Hprt",0,0,0,0
"4697","Ufc1",0,0,0,0
"4698","Ccdc88a",0,0,0,0
"4699","Kif3a",0,0,0,0
"4700","Ube2m",0,0,0,0
"4701","Ppm1h",0,0,0,0
"4702","Rpl18a",0,0,0,0
"4703","Rbm14",0,0,0,0
"4704","Coro1c",0,0,0,0
"4705","Hmgn2",0,1,0,1
"4706","H2.Ke6",0,0,0,0
"4707","Camk2n1",1,1,1,1
"4708","Rpl5",0,1,0,0
"4709","Spryd7",0,0,0,0
"4710","Mtmr6",0,0,0,0
"4711","Hspb11",0,0,0,1
"4712","Mbp",1,1,1,1
"4713","Ccdc176",0,0,0,0
"4714","AI462493",0,0,0,0
"4715","Kctd8",0,0,0,0
"4716","Tmem246",0,0,0,0
"4717","Mrpl3",0,0,0,0
"4718","Pdha1",0,0,0,0
"4719","Celf6",0,0,0,1
"4720","Bccip",0,0,0,0
"4721","Htra1",0,0,1,1
"4722","Srp9",0,0,0,0
"4723","Tmem130",0,0,0,0
"4724","Psma2",0,0,0,0
"4725","Prex2",0,0,1,0
"4726","Itch",0,0,0,0
"4727","Mvd",0,0,0,0
"4728","Zfp362",0,0,0,0
"4729","Ddhd1",0,0,0,0
"4730","Cstb",0,0,0,0
"4731","Zic2",1,0,0,1
"4732","Nr4a1",1,0,1,1
"4733","X0610040J01Rik",1,0,0,0
"4734","Necap2",0,0,0,0
"4735","Osgin2",0,0,0,0
"4736","Ccdc181",0,0,0,0
"4737","Fbxo10",0,0,0,0
"4738","Rnh1",0,0,0,0
"4739","Lgr4",0,0,0,0
"4740","Hs2st1",0,0,0,0
"4741","Ppip5k1",0,0,0,0
"4742","X6330403A02Rik",0,0,0,0
"4743","Trib1",0,0,0,0
"4744","Ctnna1",1,0,1,1
"4745","Cadm4",0,0,0,0
"4746","Ly6e",1,0,1,0
"4747","Snap47",0,1,0,0
"4748","Sumo1",0,0,0,0
"4749","Rufy3",0,1,0,0
"4750","Tbc1d13",0,0,0,0
"4751","Ubap2l",0,0,0,0
"4752","Akap17b",0,0,0,0
"4753","Pparg",0,0,0,0
"4754","Iars",0,0,0,0
"4755","Atp1b2",1,0,1,1
"4756","Pla2g7",0,0,1,1
"4757","Hax1",0,0,0,0
"4758","Sirpa",0,0,0,0
"4759","Nr1d2",0,0,0,0
"4760","Elk3",0,0,0,1
"4761","Srrm1",0,0,0,0
"4762","Otud1",0,0,0,0
"4763","Dner",0,0,1,1
"4764","Nop2",1,0,0,0
"4765","Zfp365",0,0,0,0
"4766","X9630033F20Rik",0,0,0,1
"4767","Uba6",0,0,0,0
"4768","Scyl3",0,0,0,0
"4769","Smarca2",0,0,0,0
"4770","Col1a2",0,0,0,1
"4771","Psmc6",0,0,0,0
"4772","Rtn2",0,0,0,0
"4773","Spryd3",0,0,0,0
"4774","Plat",1,0,1,1
"4775","Pcgf1",0,0,0,0
"4776","Safb",0,0,0,0
"4777","Pgrmc1",0,0,0,0
"4778","Fyn",0,0,0,0
"4779","Extl2",0,0,0,0
"4780","P2ry12",0,0,0,0
"4781","AI836003",0,0,0,0
"4782","Arf6",0,0,0,0
"4783","Phip",0,0,0,0
"4784","Ccl27a",0,0,0,0
"4785","Spice1",0,0,0,0
"4786","Etfdh",0,0,0,0
"4787","Ankrd44",0,0,0,0
"4788","Ociad2",0,0,0,0
"4789","Pisd",0,0,0,0
"4790","Atp5a1",1,0,0,1
"4791","Paxbp1",0,0,0,0
"4792","Madd",0,0,0,0
"4793","Praf2",0,1,0,0
"4794","Myh14",0,0,0,0
"4795","Scrt1",0,0,0,0
"4796","Tsc2",0,0,0,0
"4797","Dnajc5",0,0,0,0
"4798","Chm",0,0,0,0
"4799","Pelo",0,0,0,0
"4800","Ranbp9",0,0,0,0
"4801","Rnf167",0,0,0,0
"4802","Serf1",0,0,0,0
"4803","Aprt",0,0,0,0
"4804","Dusp16",0,0,0,0
"4805","Dffa",0,0,0,0
"4806","Ccdc141",0,0,0,0
"4807","Aph1b",0,0,0,1
"4808","Zkscan1",0,0,0,0
"4809","Fam84a",0,0,0,0
"4810","Entpd4",0,0,0,0
"4811","Adipor2",0,0,0,0
"4812","Map1lc3a",0,0,0,0
"4813","Actg1",0,1,0,0
"4814","Chsy1",0,0,0,0
"4815","Stau2",0,0,0,0
"4816","Surf2",0,0,0,0
"4817","Dbi",1,0,1,1
"4818","Eef1g",0,0,0,1
"4819","Clu",0,0,0,0
"4820","Hnrnpd",0,0,0,0
"4821","Cpt1c",0,0,0,0
"4822","Txnrd1",0,0,0,0
"4823","Mettl15",0,0,0,0
"4824","Hnrnph2",0,0,0,0
"4825","Elof1",0,0,0,0
"4826","Pim2",0,0,0,0
"4827","Rhobtb2",0,0,0,1
"4828","Fam45a",0,0,0,0
"4829","Klhl29",0,0,0,0
"4830","Blcap",0,0,0,0
"4831","Svop",0,0,0,1
"4832","Rbx1",0,0,0,0
"4833","Ndufaf7",0,0,0,0
"4834","Abca2",0,0,0,0
"4835","Rnps1",1,0,0,0
"4836","Spag9",0,1,0,0
"4837","Galntl6",0,0,0,0
"4838","Macf1",1,0,0,1
"4839","Doc2g",1,1,1,1
"4840","Arl3",0,0,0,0
"4841","Mien1",0,0,0,0
"4842","Nsg2",1,1,1,1
"4843","Mcm3ap",0,0,0,0
"4844","Cep170b",0,0,0,0
"4845","Gnai1",0,0,0,0
"4846","Tpm1",0,0,0,1
"4847","Slc35a4",0,0,0,0
"4848","Csnk2a1",0,0,0,0
"4849","Serinc5",0,0,0,1
"4850","Dctn4",0,0,0,0
"4851","Prss12",0,0,0,0
"4852","Dst",1,0,1,1
"4853","Cd34",0,0,0,0
"4854","Dgkd",0,0,1,0
"4855","Zfp706",0,1,0,0
"4856","Runx1t1",0,0,1,0
"4857","Ufd1l",0,1,0,0
"4858","Syne1",0,1,0,0
"4859","Nae1",0,0,0,0
"4860","Asb3",0,0,0,0
"4861","Usp19",0,0,0,0
"4862","Hif1a",0,0,0,0
"4863","Trem2",1,0,0,0
"4864","Ndufa2",0,0,0,0
"4865","Pou6f1",0,0,0,0
"4866","Acot7",0,0,0,0
"4867","Acvr1",0,0,0,0
"4868","Zdhhc4",0,0,0,0
"4869","Ctnnb1",0,0,0,1
"4870","Tm9sf3",0,0,0,0
"4871","Stx18",0,0,0,0
"4872","Bsg",1,0,0,0
"4873","Cyb5b",0,0,0,0
"4874","Elmo2",0,0,0,0
"4875","Nlgn1",0,0,0,0
"4876","Emc4",0,0,0,0
"4877","Cct2",0,0,0,0
"4878","Enah",0,0,0,0
"4879","Nedd8",0,0,1,0
"4880","Mdh1",0,1,0,0
"4881","Polr2e",0,0,0,0
"4882","Smcr7l",0,0,0,0
"4883","Med14",0,0,0,0
"4884","Ppp2r1b",0,0,0,0
"4885","Hyou1",0,0,0,0
"4886","Tnks2",0,0,0,0
"4887","Yy1",0,0,0,0
"4888","Pdzd11",0,0,0,0
"4889","Tia1",0,0,0,0
"4890","Cbr1",0,0,0,0
"4891","Map6",0,0,0,0
"4892","Atpif1",0,0,0,0
"4893","Rcl1",0,0,0,0
"4894","Apold1",1,0,1,1
"4895","Ppig",0,0,0,0
"4896","Qrich1",0,1,0,0
"4897","Cux2",0,0,0,1
"4898","Eif4g3",1,0,0,1
"4899","Adamts10",0,0,0,0
"4900","Rbm3",0,0,1,0
"4901","A230050P20Rik",0,0,0,0
"4902","Vcam1",0,0,0,1
"4903","Ormdl3",0,0,0,0
"4904","Irf2bp2",0,0,0,0
"4905","Larp4",0,0,0,0
"4906","Nedd4",0,0,0,0
"4907","Cycs",0,1,0,0
"4908","Pqbp1",0,0,0,0
"4909","Caprin1",0,0,0,0
"4910","Robo2",0,0,0,0
"4911","Irf2bpl",0,0,0,0
"4912","Gltscr1l",0,0,0,0
"4913","Irgq",0,0,0,0
"4914","B230118H07Rik",0,0,0,0
"4915","Ppfia2",0,0,1,1
"4916","Kcnc1",0,0,0,0
"4917","Vgf",0,0,0,0
"4918","Prdx5",0,0,0,0
"4919","Slc22a17",0,0,0,0
"4920","Adrbk1",0,0,0,0
"4921","Serbp1",0,0,0,0
"4922","Usp22",0,0,0,0
"4923","Htt",0,0,0,0
"4924","Chd4",0,0,0,0
"4925","Uchl1",0,0,0,0
"4926","Mark3",0,0,0,0
"4927","Gpr88",0,0,0,0
"4928","Cdip1",0,0,0,0
"4929","Rassf2",0,0,0,0
"4930","X2610001J05Rik",0,0,0,0
"4931","Arfgef2",0,0,0,0
"4932","Ppp1cc",1,1,0,1
"4933","Pon2",0,0,0,0
"4934","Eif3g",0,0,0,1
"4935","Cggbp1",0,0,0,0
"4936","Sorbs2",0,0,0,0
"4937","Darc",0,0,0,0
"4938","Egfl7",0,0,0,0
"4939","Nup205",0,0,0,0
"4940","Vstm2l",0,0,0,1
"4941","Psmb3",0,0,1,0
"4942","Fbxo21",0,0,0,0
"4943","Vps9d1",0,0,0,0
"4944","Ncoa1",0,0,0,0
"4945","Atp5o",0,0,0,0
"4946","Ccdc134",0,0,0,0
"4947","Fbrsl1",0,0,0,0
"4948","Sec23a",0,0,0,0
"4949","Slc25a4",0,0,0,0
"4950","Pde1b",0,1,0,0
"4951","Dcaf12",0,0,0,0
"4952","Fam117b",0,0,0,0
"4953","Klhl23",0,0,0,0
"4954","Dbx2",0,0,0,0
"4955","Dync1i1",0,1,1,1
"4956","Cplx2",0,1,1,0
"4957","Cry2",0,0,0,0
"4958","Gdf6",0,0,0,0
"4959","Rhot1",0,0,0,0
"4960","Ttc8",0,0,0,0
"4961","Neu1",0,0,0,0
"4962","Cds1",0,0,0,0
"4963","Tspan15",1,0,1,1
"4964","Esf1",0,0,0,0
"4965","Lhfp",0,0,1,0
"4966","Fam32a",0,0,0,0
"4967","Tmbim6",0,0,0,0
"4968","Zbtb8os",0,0,0,0
"4969","Dpm1",0,0,0,0
"4970","Beta.s",1,0,1,1
"4971","Simc1",0,0,0,0
"4972","X9330159F19Rik",0,0,0,1
"4973","Rasgrp1",1,0,1,1
"4974","Cpeb1",0,0,0,0
"4975","Ppp1r2",0,0,0,0
"4976","Ube2d3",0,0,0,0
"4977","Larp4b",0,0,0,0
"4978","Spg20",0,0,0,0
"4979","Snta1",0,0,0,0
"4980","Ube2l3",0,0,0,0
"4981","Os9",0,0,0,0
"4982","Sepw1",0,1,0,0
"4983","Vps11",0,0,0,0
"4984","Magee2",0,0,0,1
"4985","Slc1a2",0,0,1,1
"4986","Cox6b1",1,0,0,0
"4987","Drp2",0,0,0,0
"4988","Timm8b",0,0,0,0
"4989","Fnta",0,0,0,0
"4990","Herc2",0,0,0,1
"4991","Tom1",0,0,0,1
"4992","Ccdc149",0,0,0,0
"4993","Sf3a2",0,0,0,0
"4994","X0610009D07Rik",0,0,0,0
"4995","Nhsl2",0,0,0,0
"4996","Slc17a7",1,0,1,1
"4997","Ica1l",0,0,0,0
"4998","Gpm6a",0,0,0,0
"4999","Abcd4",0,0,0,0
"5000","Pln",0,0,0,0
"5001","Nacc1",0,0,0,0
"5002","X2310044G17Rik",0,0,0,0
"5003","Gria1",0,0,0,1
"5004","Pogz",0,0,0,0
"5005","Cbx6",0,0,1,0
"5006","Atn1",0,0,0,0
"5007","Sh3glb1",0,0,0,1
"5008","Fam171b",0,1,0,0
"5009","B2m",1,0,1,1
"5010","Pcm1",0,0,0,0
"5011","Parp14",0,0,0,0
"5012","Tfrc",0,0,0,0
"5013","Tmub2",0,0,0,0
"5014","X2610020H08Rik",0,0,0,0
"5015","Rnf44",0,0,0,0
"5016","Pcf11",0,0,0,0
"5017","Mum1l1",0,0,0,0
"5018","Slc4a4",0,0,1,1
"5019","Wdr45b",0,0,0,1
"5020","Fem1a",0,0,0,0
"5021","Foxp1",0,0,0,0
"5022","Ilk",0,0,0,1
"5023","Fam193a",0,0,0,0
"5024","Peli1",0,0,0,0
"5025","Deb1",0,0,0,0
"5026","Rcn1",1,0,1,1
"5027","Pnn",0,0,0,0
"5028","Ppm1b",0,0,0,0
"5029","Ubn2",0,0,0,0
"5030","Fam160b1",0,0,0,0
"5031","Trp53i11",0,0,0,0
"5032","Bloc1s5",0,0,0,1
"5033","Pitpna",0,0,0,0
"5034","Fxyd1",1,0,0,0
"5035","Lrig3",0,0,0,0
"5036","Hcn1",0,0,0,0
"5037","Cox5a",0,0,0,0
"5038","Wars",0,0,0,0
"5039","Rangap1",0,1,0,0
"5040","Tmem167b",0,0,0,0
"5041","Syngr2",1,0,0,0
"5042","Fam172a",0,0,0,0
"5043","Chchd1",0,0,0,0
"5044","Eif3k",0,0,0,0
"5045","Prrc2b",0,0,0,1
"5046","Ndufa10",0,0,0,0
"5047","Atp8a1",1,0,0,1
"5048","Ryr1",0,0,0,0
"5049","Cluh",0,0,0,0
"5050","Mrps11",0,0,0,0
"5051","Tsnax",0,0,0,0
"5052","Rer1",0,0,0,0
"5053","Hsdl1",0,0,0,0
"5054","Nup214",0,0,0,0
"5055","Cnga4",0,0,0,0
"5056","Ireb2",0,0,0,0
"5057","Slc25a14",0,0,0,0
"5058","Ypel3",1,1,1,0
"5059","Abhd12",0,0,0,0
"5060","Sptlc1",0,0,0,0
"5061","Anks1b",0,1,1,1
"5062","Pigyl",0,0,0,0
"5063","Stx1a",0,0,0,0
"5064","Tubb4b",0,0,0,0
"5065","Uqcc",0,0,0,0
"5066","Nubp2",0,0,0,0
"5067","Fgfrl1",0,0,0,0
"5068","Tmem192",0,0,0,0
"5069","Dkk3",0,0,0,0
"5070","Kif1a",0,1,0,0
"5071","Polr2m",0,0,0,0
"5072","Twf1",0,0,0,0
"5073","Nfat5",0,0,0,0
"5074","Ndst3",0,0,0,0
"5075","Oat",1,0,0,0
"5076","Snapc4",0,0,0,0
"5077","Grasp",1,0,1,1
"5078","Arl6ip1",0,0,0,0
"5079","Trappc4",0,0,0,0
"5080","X6330416G13Rik",0,0,0,0
"5081","Vamp2",1,1,1,1
"5082","Fam131b",1,1,1,1
"5083","Dpp6",0,0,0,0
"5084","Plekha5",0,0,0,0
"5085","Sars",0,0,0,0
"5086","Npm1",0,0,0,0
"5087","Igf1r",0,0,0,0
"5088","Aldh2",1,0,1,1
"5089","Prr24",0,0,0,0
"5090","Sat1",1,0,1,1
"5091","Syt5",0,0,0,1
"5092","Hist1h2ae",0,0,0,0
"5093","Usp32",0,0,0,0
"5094","B3galt2",0,0,0,0
"5095","Enoph1",0,0,0,0
"5096","Mir684.1",1,0,0,0
"5097","Pan3",1,0,0,0
"5098","Efr3b",0,0,0,0
"5099","Trak1",0,0,0,0
"5100","Dym",0,0,0,0
"5101","Mtf1",0,0,0,0
"5102","Angpt1",0,0,0,0
"5103","Dnajc17",0,0,0,0
"5104","Ywhag",0,0,0,1
"5105","Ufm1",0,0,0,0
"5106","Akap6",0,0,0,0
"5107","Dynll1",1,1,1,1
"5108","Tesc",0,0,0,0
"5109","Lamp1",1,0,1,1
"5110","Hspa9",0,0,0,0
"5111","Clta",0,1,0,0
"5112","Zfp316",0,0,0,0
"5113","Galnt2",0,0,0,0
"5114","Hsdl2",0,0,0,0
"5115","Btf3",0,0,0,0
"5116","BC031181",0,0,0,0
"5117","Nvl",0,0,0,0
"5118","Smndc1",0,0,0,0
"5119","B930041F14Rik",0,0,0,0
"5120","Asns",0,0,0,0
"5121","Slc9a3r1",0,0,1,1
"5122","Phf8",0,0,0,0
"5123","Uty",0,0,0,0
"5124","Fkbp4",0,0,0,0
"5125","Epm2aip1",0,0,0,0
"5126","Slco2b1",0,0,0,0
"5127","Scp2",0,0,0,0
"5128","Tpd52l2",0,0,0,0
"5129","Dscaml1",0,0,0,0
"5130","Gareml",0,0,0,1
"5131","Tspan5",0,0,0,0
"5132","Vmac",0,0,0,0
"5133","Spon1",1,0,1,1
"5134","Grin2c",0,0,0,1
"5135","Pcdh20",1,1,0,1
"5136","Gtf2h5",0,0,0,0
"5137","Fam195a",0,0,0,0
"5138","Paip1",0,0,0,0
"5139","Zmiz2",0,0,0,0
"5140","Ttyh1",1,0,1,1
"5141","Chrna2",0,0,0,0
"5142","Kitl",0,0,0,0
"5143","Micu2",0,0,0,0
"5144","Wdr33",0,0,0,0
"5145","Pde5a",1,0,1,1
"5146","Plp1",1,0,1,1
"5147","Asun",0,0,0,0
"5148","Aatk",0,0,0,0
"5149","Hsp90b1",0,0,0,0
"5150","Agpat3",0,0,0,0
"5151","S100a4",0,0,0,0
"5152","Trh",1,0,1,1
"5153","Fscn1",0,1,1,1
"5154","Cars",0,0,0,0
"5155","Prpf6",0,0,0,0
"5156","Cacna1g",0,0,0,1
"5157","Nelfa",0,0,0,0
"5158","Med24",0,0,0,0
"5159","Mgat2",0,0,0,0
"5160","Negr1",0,0,0,0
"5161","Ica1",0,0,0,0
"5162","Pkn1",0,0,0,0
"5163","Akt3",0,0,0,0
"5164","Rtf1",0,0,0,0
"5165","B4galt2",0,0,0,0
"5166","Omd",0,0,0,0
"5167","Gstm3",0,0,0,0
"5168","Vdac2",0,0,0,0
"5169","Ipo11",0,0,0,0
"5170","Rab4b",0,0,0,0
"5171","Spata2l",0,0,0,1
"5172","Rif1",0,0,0,0
"5173","Narf",0,0,0,0
"5174","Tuba1b",0,0,0,0
"5175","Ctsa",0,0,0,0
"5176","Sf3b1",0,0,0,0
"5177","Ghr",1,0,0,0
"5178","X1810026J23Rik",0,0,0,0
"5179","Hbb.b2",0,0,0,1
"5180","Nudt2",0,0,0,0
"5181","Shroom2",0,0,0,0
"5182","Add2",1,1,1,1
"5183","Zfp62",0,0,0,0
"5184","X1110004F10Rik",0,1,0,0
"5185","Tomm7",0,0,0,0
"5186","Zscan21",0,0,0,0
"5187","Ppp1r9a",0,0,0,0
"5188","Capn10",0,0,0,0
"5189","Sec14l1",0,1,0,0
"5190","Cox7a2",0,0,0,0
"5191","Ifi27l2a",0,0,0,0
"5192","Clasrp",0,0,0,0
"5193","Scpep1",0,0,0,0
"5194","Hnrnpu",0,0,0,0
"5195","Csnk1g2",0,0,0,0
"5196","Vma21",0,0,0,0
"5197","S1pr1",0,0,0,0
"5198","Pcbp4",0,0,0,0
"5199","Lonp2",0,0,0,0
"5200","Styx",0,0,0,0
"5201","Zmpste24",0,0,0,0
"5202","Setd6",0,0,0,0
"5203","Fam151b",0,0,0,1
"5204","Fam102b",0,0,1,0
"5205","Cited4",0,0,0,0
"5206","Adcy1",0,0,0,0
"5207","Camk2d",0,0,0,0
"5208","Ppp3cb",0,1,1,0
"5209","Nt5c",0,0,0,0
"5210","Nup153",0,0,0,0
"5211","Anapc5",0,0,0,0
"5212","Ptpre",0,0,0,0
"5213","Mrpl35",0,0,0,0
"5214","Acbd6",0,0,0,0
"5215","Mllt11",0,0,0,0
"5216","Hectd3",1,0,0,0
"5217","Arf3",0,1,1,1
"5218","Syt3",0,0,0,0
"5219","Slc25a44",0,0,0,0
"5220","Prpf38b",0,1,0,0
"5221","Creld1",0,0,0,1
"5222","Cntd1",0,0,0,1
"5223","Fam43a",0,0,0,0
"5224","Fam149b",0,0,0,0
"5225","Arhgef10",1,0,0,0
"5226","Pigo",0,0,0,0
"5227","Tmem176b",0,0,1,0
"5228","Cdk16",0,0,0,0
"5229","Mea1",0,0,0,0
"5230","Sdha",0,0,0,0
"5231","Loh12cr1",0,0,0,0
"5232","Plekhb1",1,0,1,1
"5233","Rnf2",0,0,0,0
"5234","Dcaf5",0,0,0,0
"5235","Timm17b",0,0,0,0
"5236","Crbn",0,0,0,0
"5237","Zmat3",0,0,0,0
"5238","Tmem259",0,0,0,0
"5239","Dnm2",0,1,0,0
"5240","Ifi27l1",1,0,1,1
"5241","Ndufs7",0,0,0,0
"5242","Dexi",0,0,0,0
"5243","Stard3",0,0,0,0
"5244","Hnrnpab",0,1,0,0
"5245","Matr3",0,0,0,0
"5246","Dhx15",0,0,0,0
"5247","Nrgn",1,1,1,1
"5248","Tiam1",0,1,0,1
"5249","Trafd1",0,0,0,0
"5250","Elp2",0,0,0,0
"5251","Psph",0,0,0,0
"5252","Hipk1",0,0,0,0
"5253","Ttpal",0,0,0,0
"5254","Cuedc1",0,0,0,0
"5255","Azin1",0,1,0,0
"5256","Cabp1",1,0,0,1
"5257","Pxk",0,0,0,0
"5258","Lamc1",1,0,1,1
"5259","Sspn",0,0,0,0
"5260","Ldb1",0,0,0,0
"5261","Sos2",0,0,0,0
"5262","Cnih3",0,0,0,0
"5263","Mtmr2",0,0,0,0
"5264","C330006A16Rik",0,0,0,0
"5265","Emc6",0,0,0,0
"5266","Wdr75",0,0,0,0
"5267","X9430023L20Rik",0,0,0,0
"5268","Ddx39b",0,0,0,0
"5269","Ccdc85b",0,0,0,0
"5270","Cd82",0,0,0,0
"5271","Clip4",0,0,1,1
"5272","Cacng5",0,0,0,0
"5273","Atad3a",0,0,0,0
"5274","Ehd3",0,0,0,0
"5275","Mknk2",0,0,0,0
"5276","Casd1",0,0,0,0
"5277","Ndufb9",0,0,0,0
"5278","Brix1",0,0,0,0
"5279","Xpa",0,0,0,0
"5280","Zxda",0,0,0,0
"5281","Tceal1",0,0,0,0
"5282","Tmem230",0,0,0,0
"5283","Mef2c",0,0,1,1
"5284","Sqrdl",1,0,0,0
"5285","Rpl38",0,0,0,0
"5286","Zfhx2",0,0,0,0
"5287","Arih1",0,0,0,1
"5288","Ctdnep1",0,0,0,0
"5289","Gopc",0,0,0,0
"5290","Glrb",0,0,0,0
"5291","Fem1b",0,0,0,0
"5292","Ccdc28b",0,0,0,0
"5293","Gabarap",0,0,0,0
"5294","Mapk3",0,0,0,0
"5295","Metap1",0,0,0,0
"5296","Eif3h",0,0,0,0
"5297","Dip2b",0,1,0,0
"5298","Ubr5",0,0,0,0
"5299","Polr3h",0,0,0,1
"5300","Dnajb9",0,0,0,0
"5301","Calm1",0,0,1,0
"5302","Rpl27a",0,1,0,0
"5303","Zfp532",0,0,0,0
"5304","Trim37",0,0,0,0
"5305","Afg3l2",0,0,0,0
"5306","Alad",0,0,0,0
"5307","Reep1",0,1,0,0
"5308","Wipf3",1,1,1,1
"5309","Uck1",0,0,0,0
"5310","Ufsp2",0,0,0,0
"5311","Fndc5",0,0,1,1
"5312","Psmd4",0,1,0,0
"5313","Yipf5",0,0,0,0
"5314","Plcxd2",1,0,1,1
"5315","Slc39a14",0,0,0,0
"5316","Ldha",0,0,0,0
"5317","Ncor2",0,0,0,0
"5318","Rpl15",0,0,1,1
"5319","Tubb3",0,1,0,1
"5320","Ndrg2",0,0,0,0
"5321","Cpne7",0,0,0,0
"5322","Mrpl20",0,0,0,0
"5323","Meis2",1,1,1,1
"5324","Sdc4",1,0,1,1
"5325","Gtf3c4",0,0,0,0
"5326","Donson",0,0,0,0
"5327","Snap91",1,1,1,1
"5328","Ndufs4",0,0,0,0
"5329","Elp5",0,0,0,0
"5330","Syt11",0,1,0,1
"5331","Poli",1,0,0,0
"5332","Rplp0",0,0,0,0
"5333","Gm11696",0,0,0,0
"5334","Mllt3",0,0,0,0
"5335","Tmem87a",0,0,0,0
"5336","Csnk1d",0,0,0,0
"5337","Tle4",0,0,0,0
"5338","Spire1",0,0,0,0
"5339","Suz12",0,0,0,0
"5340","Rps20",0,0,0,0
"5341","Pomt1",0,0,0,0
"5342","Arx",0,1,1,1
"5343","Tmem106b",0,1,0,0
"5344","Clstn3",0,0,0,0
"5345","Arl8a",0,1,0,0
"5346","Iqsec3",1,0,0,1
"5347","Pkia",0,0,0,0
