"","gene","BOOST_Ising","BOOST_GP","SPARK","BinSpect"
"4004","RGPD6",0,0,0,1
"4005","UFD1L",0,0,0,1
"4006","DDX52",0,0,0,1
"4007","DYNLL2",0,0,0,1
"4008","SSTR2",0,0,0,1
"4009","PPP1CB",0,0,0,1
"4010","ZBTB2",0,0,0,0
"4011","TCEA1",0,0,0,1
"4012","ADCK3",0,0,0,0
"4013","NAB1",0,0,0,0
"4014","YBX2",0,0,0,0
"4015","SPTAN1",0,0,0,0
"4016","DDB1",0,0,0,0
"4017","ING1",0,0,0,0
"4018","TSC2",0,0,0,0
"4019","RAB22A",0,0,0,1
"4020","GAS2L3",0,0,0,0
"4021","BLZF1",0,0,0,0
"4022","ZSWIM1",0,0,0,0
"4023","TM7SF2",0,0,0,0
"4024","ITGB8",0,0,0,0
"4025","ATN1",0,0,0,1
"4026","CSRP1",0,0,0,0
"4027","GPR137C",0,0,0,0
"4028","ZNF254",0,0,0,0
"4029","ANO4",0,0,0,0
"4030","RNF14",0,0,0,0
"4031","PGAM1",0,0,0,1
"4032","C9orf142",0,0,0,0
"4033","CMTM6",0,0,0,1
"4034","ADCY9",0,0,0,0
"4035","EGLN3",0,0,0,0
"4036","MAP4K1",0,0,0,0
"4037","ZDHHC13",0,0,0,0
"4038","DAB2IP",0,0,0,0
"4039","CCDC163P",0,0,0,0
"4040","TMEM115",0,0,0,0
"4041","IGF1R",0,0,0,1
"4042","MPLKIP",0,0,0,0
"4043","ZNF281",0,0,0,0
"4044","SMAP2",0,0,0,0
"4045","DCAF5",0,0,0,1
"4046","ARFGEF2",0,0,0,1
"4047","ZNF667",0,0,0,0
"4048","HES1",0,0,0,1
"4049","EXT2",0,0,0,1
"4050","NGFRAP1",1,0,0,1
"4051","PITPNM1",0,0,0,0
"4052","ZNF217",0,0,0,1
"4053","GNAI3",0,0,0,1
"4054","ATF5",0,0,0,0
"4055","TNFAIP1",0,0,0,1
"4056","SNRNP27",0,0,0,0
"4057","RBM8A",0,0,0,1
"4058","EXOSC10",0,0,0,0
"4059","HADHB",0,0,0,1
"4060","POLR3B",0,0,0,0
"4061","RPL22L1",0,0,0,1
"4062","ZNF780A",0,0,0,0
"4063","NAPRT",0,0,0,1
"4064","GTF3C6",0,0,0,1
"4065","SFR1",0,0,0,0
"4066","MYO10",0,0,0,1
"4067","GPN1",0,0,0,0
"4068","CXCL2",0,0,0,0
"4069","PLXND1",1,0,0,0
"4070","ATP5A1",0,0,0,1
"4071","LYRM1",0,0,0,0
"4072","AGAP2",0,0,0,0
"4073","EPCAM",0,0,0,1
"4074","RND1",0,0,0,0
"4075","ATP1A1",0,0,0,0
"4076","XXYLT1",0,0,0,0
"4077","RP11.347C12.1",0,0,0,1
"4078","NISCH",0,0,0,0
"4079","ZCRB1",0,0,0,1
"4080","CCDC170",0,0,0,0
"4081","TMEM55A",0,0,0,0
"4082","BST2",1,0,1,1
"4083","TBC1D3H",0,0,0,0
"4084","ARHGAP24",0,0,0,0
"4085","NPDC1",0,0,0,0
"4086","LAMP2",0,0,1,1
"4087","TPRG1L",0,0,0,0
"4088","ADCK1",0,0,0,0
"4089","CCDC88A",0,0,0,0
"4090","BIK",0,0,0,0
"4091","TPP2",0,0,0,1
"4092","ARGLU1",0,0,0,1
"4093","PHLDA2",0,0,0,0
"4094","HIGD1A",0,0,0,1
"4095","CTNNA1",0,0,0,0
"4096","CBR4",0,0,0,0
"4097","IPO7",0,0,0,1
"4098","CENPQ",0,0,0,0
"4099","CRADD",0,0,0,0
"4100","TDO2",0,0,0,0
"4101","STK24",0,0,0,0
"4102","TOMM34",0,0,0,1
"4103","CTDSPL2",0,0,0,0
"4104","BYSL",0,0,0,0
"4105","WARS",0,0,0,1
"4106","RSRP1",0,0,0,1
"4107","SNTB1",0,0,0,0
"4108","NHSL2",0,0,0,1
"4109","PRPF6",0,0,0,0
"4110","PLD2",0,0,0,0
"4111","PDLIM1",0,0,0,1
"4112","HSD17B12",0,0,0,1
"4113","NBPF19",0,0,0,1
"4114","CEP68",0,0,0,0
"4115","ATP5I",0,0,0,1
"4116","TMEM219",0,0,0,0
"4117","RBP2",0,0,0,0
"4118","C21orf59",0,0,0,0
"4119","DAPK1",0,0,0,0
"4120","ZNF503",0,0,0,0
"4121","NDUFA13",0,0,1,0
"4122","FASTK",0,0,0,1
"4123","MUC4",0,0,0,0
"4124","LYPLAL1",0,0,0,0
"4125","UBR5",0,0,0,1
"4126","BNC2",0,0,0,0
"4127","WBP2",0,0,0,0
"4128","GLRX3",0,0,0,1
"4129","SPATA33",0,0,0,0
"4130","SSH1",0,0,0,0
"4131","USP9X",0,0,0,1
"4132","CHRFAM7A",0,0,0,0
"4133","FBXO42",0,0,0,0
"4134","CES1",0,0,0,0
"4135","PTCD3",0,0,0,0
"4136","MAST4",0,0,0,1
"4137","CYB5B",0,0,0,1
"4138","TXNL1",0,0,0,1
"4139","PPP6C",0,0,0,0
"4140","AXIN1",0,0,0,1
"4141","UQCRC2",0,0,0,1
"4142","DGKZ",0,0,0,1
"4143","NME4",1,0,0,0
"4144","DEGS1",0,0,0,1
"4145","CLVS1",0,0,0,0
"4146","S100A6",0,1,0,0
"4147","ZNF107",0,0,0,0
"4148","FAM229B",0,0,0,0
"4149","C21orf2",0,0,0,0
"4150","DACT3",0,0,0,0
"4151","INSIG1",0,0,0,1
"4152","LBH",0,0,0,0
"4153","IDE",0,0,0,0
"4154","CBL",0,0,0,0
"4155","ABT1",0,0,0,1
"4156","MTMR2",0,0,0,0
"4157","TGFB3",0,0,0,1
"4158","MRPS16",0,0,0,1
"4159","USP22",0,0,0,1
"4160","PPP2R2D",0,0,0,0
"4161","UNC119B",0,0,0,0
"4162","IL15RA",0,0,0,0
"4163","KIAA0226",0,0,0,0
"4164","ST6GALNAC6",0,0,0,0
"4165","OPA3",0,0,0,0
"4166","SIT1",0,0,0,0
"4167","TERF2IP",0,0,0,1
"4168","IFRD1",0,0,0,1
"4169","AKR1C3",0,0,0,0
"4170","SIVA1",0,0,0,1
"4171","MYL6B",0,0,0,0
"4172","EBPL",0,0,0,0
"4173","C6orf120",0,0,0,1
"4174","KALRN",0,0,0,0
"4175","SAYSD1",0,0,0,0
"4176","FAM3A",0,0,0,0
"4177","IKBKAP",0,0,0,1
"4178","BASP1",1,0,1,1
"4179","DNM1L",0,0,0,1
"4180","RSRC1",0,0,0,0
"4181","LMOD1",0,0,0,0
"4182","GDAP2",0,0,0,0
"4183","CLASP1",0,0,0,0
"4184","ETFA",0,0,0,1
"4185","NUP62",0,0,0,1
"4186","PCNA",0,0,0,1
"4187","MAPK6",0,0,0,1
"4188","EMP1",0,0,0,1
"4189","FMO5",0,0,0,0
"4190","KIF2C",0,0,0,0
"4191","DDX19A",0,0,0,0
"4192","SLC35F2",0,0,0,0
"4193","ARHGEF11",0,0,0,1
"4194","MAP7D1",0,0,0,1
"4195","ANKRD42",0,0,0,0
"4196","SLMAP",0,0,0,1
"4197","PRSS8",0,0,1,1
"4198","PSMD10",0,0,0,1
"4199","CCDC18",0,0,0,0
"4200","TRIM5",0,0,0,0
"4201","SLC2A3",0,0,0,0
"4202","LMNA",0,0,1,1
"4203","ZNF524",0,0,0,0
"4204","CNOT4",0,0,0,0
"4205","GPX3",0,0,0,0
"4206","DEF8",0,0,0,0
"4207","MAN1A1",1,0,0,1
"4208","DMPK",0,0,0,0
"4209","FAM8A1",0,0,0,1
"4210","SMIM19",0,0,0,0
"4211","PPP2R4",0,0,0,1
"4212","RNF139",0,0,0,1
"4213","TBC1D24",0,0,0,0
"4214","DCAKD",0,0,0,0
"4215","MAP3K2",0,0,0,1
"4216","CCDC93",0,0,0,0
"4217","TPRN",0,0,0,0
"4218","CUL9",0,0,0,0
"4219","ECHDC3",0,0,0,1
"4220","EXOSC5",0,0,0,0
"4221","MCOLN2",0,0,0,0
"4222","USP32",0,0,0,0
"4223","VARS2",0,0,0,0
"4224","DDX24",0,0,0,1
"4225","TRIP6",0,0,0,0
"4226","PTPMT1",0,0,0,1
"4227","CD99L2",0,0,0,1
"4228","USP19",0,0,0,1
"4229","C1GALT1",0,0,0,0
"4230","GEM",0,0,0,0
"4231","PRKAA2",0,0,0,0
"4232","SDHB",0,0,0,1
"4233","TSNAX",0,0,0,1
"4234","SLC9A7",0,0,0,0
"4235","RPS25",0,0,0,1
"4236","SYNGAP1",0,0,0,0
"4237","LILRB2",0,0,0,0
"4238","CLASP2",0,0,0,0
"4239","AZIN1",0,0,0,1
"4240","LSM3",0,0,0,1
"4241","BRWD1",0,0,0,1
"4242","ZBTB41",0,0,0,1
"4243","LMTK2",0,0,0,0
"4244","SLC35B1",0,0,0,0
"4245","ENTPD1",0,0,0,1
"4246","ALDH9A1",0,0,0,1
"4247","UHRF1BP1L",0,0,0,0
"4248","SMAD9",0,0,0,0
"4249","SSBP1",0,0,0,0
"4250","CKMT1A",0,0,0,0
"4251","MNDA",0,0,0,0
"4252","KDELR1",0,0,0,0
"4253","SF3A2",0,0,0,0
"4254","SPRYD4",0,0,0,0
"4255","BCAP29",0,0,0,1
"4256","ACYP1",0,0,0,0
"4257","DNMT3A",0,0,0,0
"4258","HAUS1",0,0,0,0
"4259","METTL12",0,0,0,0
"4260","HSPA4L",0,0,0,0
"4261","BOLA3",0,0,0,1
"4262","LZTFL1",0,0,0,0
"4263","UPK3A",0,0,0,0
"4264","NWD1",0,0,0,0
"4265","INTS7",0,0,0,0
"4266","STK19",0,0,0,0
"4267","TTC23",0,0,0,0
"4268","GNS",0,0,0,1
"4269","PPP1R18",0,0,0,0
"4270","DOK2",0,0,0,0
"4271","ACTA2",0,0,0,0
"4272","PTK7",0,0,0,1
"4273","FAM162A",0,0,0,1
"4274","NAP1L2",0,0,0,0
"4275","FHL1",0,0,0,0
"4276","SUMF1",0,0,0,1
"4277","CTSF",0,0,0,1
"4278","DNASE1L2",0,0,0,0
"4279","RNF5",0,0,0,0
"4280","CNBD2",0,0,0,0
"4281","GCDH",0,0,0,0
"4282","AC004556.1",0,0,0,0
"4283","MSRB3",0,0,0,0
"4284","IRF1",0,0,0,1
"4285","POPDC2",0,0,0,0
"4286","UBXN1",0,0,0,0
"4287","SRSF11",0,0,0,1
"4288","DAAM1",0,0,0,1
"4289","SIKE1",0,0,0,0
"4290","ANKRA2",0,0,0,0
"4291","SLPI",0,0,0,0
"4292","PNMA1",0,0,0,1
"4293","VKORC1L1",0,0,0,1
"4294","ZNF697",0,0,0,0
"4295","IER3IP1",0,0,1,1
"4296","ME2",0,0,0,0
"4297","CPSF1",0,0,0,0
"4298","KLHL26",0,0,0,0
"4299","UBAP2L",0,0,0,1
"4300","TBC1D20",0,0,0,1
"4301","LGALS7B",0,0,0,1
"4302","DNAJC3",0,0,0,1
"4303","SNRPD2",0,0,0,1
"4304","CSRP2BP",0,0,0,0
"4305","ODF2",0,0,0,1
"4306","TREX1",0,0,0,0
"4307","TMEM159",0,0,0,1
"4308","LAP3",0,0,0,1
"4309","TRIM7",0,0,0,0
"4310","TSTA3",0,0,0,1
"4311","KCTD15",0,0,0,0
"4312","SUCLG2",0,0,0,1
"4313","ARL16",0,0,0,0
"4314","MCTS1",0,0,0,0
"4315","ALKBH7",1,0,0,1
"4316","APOOL",0,0,0,0
"4317","CETN2",0,0,0,1
"4318","LRRIQ1",0,0,0,0
"4319","AKAP17A",0,0,0,1
"4320","ZBTB7B",0,0,0,0
"4321","CHST15",0,0,0,0
"4322","DCLRE1A",0,0,0,0
"4323","DCAF11",0,0,0,0
"4324","FAM13B",0,0,0,1
"4325","WWP1",0,0,0,1
"4326","SLC6A8",0,0,0,1
"4327","KDELC2",0,0,0,0
"4328","MTRNR2L3",0,0,0,0
"4329","UBR7",0,0,0,1
"4330","AOX1",0,0,0,0
"4331","IFT46",0,0,0,0
"4332","CDR1",0,0,0,0
"4333","ZC3H3",0,0,0,0
"4334","PDRG1",0,0,0,0
"4335","JUN",0,0,0,1
"4336","SOCS4",0,0,0,0
"4337","SAR1A",0,0,0,1
"4338","FAM156A",0,0,0,0
"4339","PPP1R37",0,0,0,0
"4340","USPL1",0,0,0,0
"4341","ATG4A",0,0,0,0
"4342","RQCD1",0,0,0,0
"4343","ARSA",0,0,0,0
"4344","PTPRJ",0,0,0,0
"4345","FNDC3A",0,0,0,1
"4346","SPEF2",0,0,0,0
"4347","THEMIS2",0,0,0,0
"4348","KIAA0930",0,0,0,0
"4349","FOXRED2",0,0,0,0
"4350","SENP8",0,0,0,0
"4351","USP36",0,0,0,0
"4352","ACAT1",0,0,0,1
"4353","G6PC3",0,0,0,1
"4354","AKAP13",0,0,0,0
"4355","TRAK1",0,0,0,0
"4356","HELZ2",0,0,0,0
"4357","NPEPPS",0,0,0,0
"4358","PRLR",0,0,0,1
"4359","SFXN2",0,0,0,0
"4360","BAG6",0,0,0,0
"4361","RTCA",0,0,0,1
"4362","DNAJC15",0,0,0,1
"4363","KIF1C",0,0,0,0
"4364","ADIPOR2",0,0,0,0
"4365","ATP7A",0,0,0,0
"4366","ARL5B",0,0,0,0
"4367","UQCRHL",0,0,0,1
"4368","SPTLC2",0,0,0,1
"4369","CAMK1D",0,0,0,0
"4370","IVD",0,0,0,0
"4371","ENY2",0,0,0,1
"4372","PKP4",0,0,0,0
"4373","F7",0,0,0,0
"4374","MRPL35",0,0,0,0
"4375","NOP10",0,0,0,1
"4376","CACNA1C",0,0,0,0
"4377","PHLDA3",0,0,0,1
"4378","DUSP16",0,0,0,1
"4379","EIF2B1",0,0,0,0
"4380","TPRA1",0,0,0,0
"4381","SSB",0,0,0,0
"4382","CKAP4",0,0,0,1
"4383","EFHC2",0,0,0,0
"4384","COG2",0,0,0,0
"4385","A4GALT",0,0,0,0
"4386","ARMT1",0,0,0,1
"4387","RTKN",0,0,0,0
"4388","SPAG4",0,0,0,0
"4389","CAPZA2",0,0,0,1
"4390","FAF2",0,0,0,1
"4391","ZNF93",0,0,0,0
"4392","C19orf70",0,0,0,1
"4393","EXOC6B",0,0,0,0
"4394","AGRN",0,0,0,0
"4395","VEGFA",0,0,0,0
"4396","RARRES1",1,0,1,1
"4397","CEACAM6",0,0,0,1
"4398","SPDL1",0,0,0,0
"4399","NPIPB3",0,0,0,1
"4400","ARF3",0,0,0,1
"4401","MAGOH",0,0,0,1
"4402","NUDT3",0,0,0,1
"4403","SLC52A2",0,0,0,0
"4404","PPP6R3",0,0,0,1
"4405","NFE2L2",0,0,0,0
"4406","NNMT",0,0,0,1
"4407","MRPL20",1,0,0,1
"4408","ATP5H",0,0,0,0
"4409","RTP4",0,0,0,0
"4410","UQCRB",0,0,0,0
"4411","XPC",0,0,0,0
"4412","IL17B",0,0,0,0
"4413","SLC35A4",0,0,0,0
"4414","PIAS4",0,0,0,0
"4415","FAM193B",0,0,0,0
"4416","XDH",0,0,0,0
"4417","ACTN2",0,0,0,0
"4418","C1QTNF3",0,0,0,0
"4419","CALCRL",0,0,0,0
"4420","RGPD4",0,0,0,0
"4421","TIMM44",0,0,0,1
"4422","MFSD5",0,0,0,1
"4423","BACH2",0,0,0,0
"4424","RIC1",0,0,0,1
"4425","AFG3L2",0,0,0,1
"4426","ADRBK1",0,0,0,1
"4427","FUBP3",0,0,0,1
"4428","SRP14",0,0,0,1
"4429","POTEF",0,0,0,1
"4430","MTX2",0,0,0,1
"4431","PRRC2C",0,0,0,1
"4432","SIPA1L1",0,0,0,1
"4433","RCAN1",0,0,0,0
"4434","MB",0,0,0,1
"4435","ELP2",0,0,0,1
"4436","C8orf4",0,0,0,1
"4437","SIL1",0,0,0,0
"4438","LCOR",0,0,0,0
"4439","UBE2J1",0,0,0,1
"4440","AGR3",1,0,0,1
"4441","SNX1",0,0,0,0
"4442","MTMR1",0,0,0,0
"4443","PIP4K2B",0,0,0,1
"4444","MAPKAPK5",0,0,0,0
"4445","ZFX",0,0,0,1
"4446","AARD",0,0,0,0
"4447","FAM58A",0,0,0,1
"4448","NUDT16",0,0,0,0
"4449","KRT23",0,0,0,1
"4450","ANLN",0,0,0,0
"4451","SOX9",0,0,0,0
"4452","RPL7",0,0,0,1
"4453","MED19",0,0,0,0
"4454","USP40",0,0,0,0
"4455","KLK7",0,0,0,0
"4456","KIF3C",0,0,0,0
"4457","BFSP2",0,0,0,0
"4458","AP1G2",0,0,0,0
"4459","TUBB6",0,0,0,1
"4460","FJX1",0,0,0,0
"4461","ERH",0,0,0,0
"4462","CBX4",0,0,0,1
"4463","KLHL7",0,0,0,0
"4464","CTDSP2",0,0,0,0
"4465","WRNIP1",0,0,0,1
"4466","FSD2",0,0,0,0
"4467","PABPC1L",0,0,0,0
"4468","PPAT",0,0,0,0
"4469","CCDC132",0,0,0,0
"4470","GNG2",0,0,0,0
"4471","SMIM10L1",0,0,0,0
"4472","CCT3",0,0,0,0
"4473","SLC50A1",0,0,0,0
"4474","DDX50",0,0,0,1
"4475","GK5",0,0,0,0
"4476","BTBD6",0,0,0,1
"4477","LYPLA1",0,0,0,1
"4478","SMCO4",0,0,0,0
"4479","ALDH4A1",0,0,0,0
"4480","USP20",0,0,0,0
"4481","C9orf89",0,0,0,0
"4482","SNRPG",0,0,0,1
"4483","TSPAN9",0,0,0,0
"4484","FLAD1",0,0,0,0
"4485","C17orf96",1,0,0,1
"4486","OAS1",0,0,0,0
"4487","ITPR1",0,0,0,1
"4488","ADCK4",0,0,0,0
"4489","C14orf37",0,0,0,0
"4490","DVL2",0,0,0,1
"4491","TBKBP1",0,0,0,0
"4492","SRSF4",0,0,0,0
"4493","SPON2",0,0,0,1
"4494","FAM46C",0,0,0,0
"4495","SPAG9",0,0,0,0
"4496","ZFHX3",0,0,0,1
"4497","PATZ1",0,0,0,1
"4498","NAGA",0,0,0,0
"4499","LATS2",0,0,0,0
"4500","NEDD9",0,0,0,0
"4501","GYG1",0,0,0,1
"4502","PARP12",0,0,0,1
"4503","GPI",0,0,0,1
"4504","ADAR",0,0,0,1
"4505","MDN1",0,0,0,0
"4506","SCYL3",0,0,0,0
"4507","N4BP2L1",0,0,0,0
"4508","SIX1",0,0,0,1
"4509","SEC14L2",0,0,0,0
"4510","CD164",0,0,0,1
"4511","ODC1",0,0,0,0
"4512","DDX60L",0,0,0,0
"4513","CCNT2",0,0,0,0
"4514","SAP30",0,0,0,0
"4515","CRYZ",0,0,0,0
"4516","SOCS7",0,0,0,1
"4517","PTPN1",0,0,0,1
"4518","RBM39",0,0,0,1
"4519","SLC16A3",0,0,0,1
"4520","TNFAIP2",0,0,0,1
"4521","C19orf33",0,0,0,1
"4522","TMX4",0,0,0,1
"4523","ARHGAP28",0,0,0,0
"4524","PTPN3",0,0,0,0
"4525","CCDC84",0,0,0,1
"4526","SMC3",0,0,0,0
"4527","BSDC1",0,0,0,1
"4528","TMEM161B",0,0,0,0
"4529","URM1",0,0,0,0
"4530","CBWD5",0,0,0,1
"4531","RRP15",0,0,0,0
"4532","RPS6KA4",0,0,0,1
"4533","LRRK2",0,0,0,0
"4534","FCGR2A",0,0,0,1
"4535","TPD52",0,0,0,1
"4536","LIN9",0,0,0,0
"4537","NFIA",1,0,0,1
"4538","TMEM256",0,0,0,0
"4539","ICAM1",0,0,0,1
"4540","ZNF750",0,0,0,0
"4541","RASAL3",0,0,0,0
"4542","OLFML2B",0,0,0,1
"4543","PWWP2A",0,0,0,0
"4544","SLC35E3",0,0,0,1
"4545","TCF7",0,0,0,0
"4546","POLK",0,0,0,0
"4547","POLE3",0,0,0,1
"4548","STAG2",0,0,0,1
"4549","EFR3A",0,0,0,1
"4550","MTCH2",0,0,0,1
"4551","FYTTD1",0,0,0,1
"4552","TAF1",0,0,0,0
"4553","SIPA1",0,0,0,0
"4554","NTPCR",0,0,0,0
"4555","DMXL2",0,0,0,0
"4556","RAF1",0,0,0,0
"4557","WWP2",0,0,0,0
"4558","ANXA3",0,0,0,0
"4559","GRWD1",0,0,0,0
"4560","ZYG11B",0,0,0,0
"4561","ZWINT",0,0,0,1
"4562","ATP11A",0,0,0,0
"4563","STC1",0,0,0,0
"4564","GABRP",0,0,0,0
"4565","LEPR",0,0,0,0
"4566","TLCD1",0,0,0,0
"4567","SZRD1",0,0,0,0
"4568","TMC6",0,0,0,1
"4569","BDH1",0,0,0,0
"4570","SLC3A2",0,0,0,1
"4571","CD3G",0,0,0,0
"4572","KPNA6",0,0,0,0
"4573","RHCE",0,0,0,0
"4574","PSMD11",0,0,0,0
"4575","VEGFB",0,0,0,0
"4576","RHBDF1",0,0,0,0
"4577","UFC1",0,0,0,1
"4578","FAHD2B",0,0,0,0
"4579","ATPIF1",0,0,0,1
"4580","DYX1C1",0,0,0,0
"4581","C1orf109",0,0,0,0
"4582","EI24",0,0,0,0
"4583","C1orf64",0,0,0,1
"4584","PLEKHA2",0,0,0,0
"4585","ISY1",0,0,0,1
"4586","RPA3",0,0,0,0
"4587","IL32",0,0,0,1
"4588","PMM1",0,0,0,0
"4589","HTATIP2",0,0,0,1
"4590","NFS1",0,0,0,1
"4591","COL5A1",1,0,1,1
"4592","HDHD2",0,0,0,0
"4593","ERLEC1",0,0,0,1
"4594","RCBTB1",0,0,0,0
"4595","MICAL2",0,0,0,0
"4596","GNG11",0,0,0,0
"4597","C5orf24",0,0,0,1
"4598","EGFLAM",0,0,0,0
"4599","ATMIN",0,0,0,1
"4600","FRA10AC1",0,0,0,0
"4601","IFFO2",0,0,0,0
"4602","SLC1A5",0,0,0,1
"4603","SAPCD2",0,0,0,0
"4604","KLHL2",0,0,0,0
"4605","PDCD2",0,0,0,1
"4606","MAP3K6",0,0,0,0
"4607","OSTM1",0,0,0,1
"4608","POTEI",0,0,0,1
"4609","BMI1",0,0,0,0
"4610","TBRG4",0,0,0,0
"4611","FTO",0,0,0,0
"4612","MAP3K11",0,0,0,0
"4613","PCDHB15",0,0,0,0
"4614","CREB3L4",0,0,0,1
"4615","COL15A1",0,0,0,1
"4616","C6orf48",0,0,0,0
"4617","SYT17",0,0,0,0
"4618","C19orf48",0,0,0,0
"4619","PPIF",0,0,0,1
"4620","GLIPR2",0,0,0,0
"4621","DNAJB6",0,0,0,1
"4622","SAMD4A",0,0,0,0
"4623","LYPD1",0,0,0,0
"4624","CHDH",0,0,0,0
"4625","NOTCH3",0,0,0,1
"4626","PIGG",0,0,0,1
"4627","CCNG1",0,0,0,0
"4628","C8orf76",0,0,0,0
"4629","MEIS1",0,0,0,0
"4630","RABL6",0,0,0,0
"4631","RAB40C",0,0,0,0
"4632","GALNT3",0,0,0,0
"4633","MMP3",0,0,0,0
"4634","CHSY3",0,0,0,0
"4635","RLIM",0,0,0,0
"4636","MSL3",0,0,0,0
"4637","PRDX3",0,0,0,1
"4638","IL1R1",0,0,0,1
"4639","SLC45A4",0,0,0,0
"4640","UROD",0,0,0,0
"4641","C16orf91",0,0,0,0
"4642","STT3A",0,0,0,1
"4643","C1QTNF4",0,0,0,0
"4644","ATRX",0,0,0,1
"4645","RAN",0,0,0,1
"4646","DENND2D",0,0,0,1
"4647","MSRB1",0,0,0,0
"4648","KDELR3",0,0,0,1
"4649","TMEM19",0,0,0,0
"4650","ITPKB",0,0,0,0
"4651","MRPL39",0,0,0,0
"4652","IVNS1ABP",0,0,0,1
"4653","ACAP1",0,0,0,0
"4654","TAF5L",0,0,0,1
"4655","SEC23IP",0,0,0,1
"4656","PTPRE",0,0,0,0
"4657","TRIM41",0,0,0,0
"4658","MGRN1",0,0,0,0
"4659","FBXW7",0,0,0,0
"4660","SMC6",0,0,0,1
"4661","RP9",0,0,0,0
"4662","PMP22",0,0,0,1
"4663","ZNF609",0,0,0,0
"4664","NCOA1",0,0,0,0
"4665","THUMPD3",0,0,0,0
"4666","MMP9",0,0,0,0
"4667","SCGB1D2",0,0,0,0
"4668","WDR3",0,0,0,1
"4669","TAF13",0,0,0,0
"4670","ZNF480",0,0,0,0
"4671","GREM2",0,0,0,0
"4672","RHOBTB1",0,0,0,0
"4673","TM2D2",0,0,0,1
"4674","CSF1R",0,0,0,1
"4675","COX17",0,0,0,1
"4676","BRI3",0,0,0,1
"4677","TMEM200A",0,0,0,0
"4678","ABL2",0,0,0,0
"4679","TMEM141",0,0,0,0
"4680","KDSR",0,0,0,1
"4681","SMS",0,0,0,1
"4682","FBXW5",0,0,0,0
"4683","ZMYND12",0,0,0,0
"4684","SLC4A7",0,0,0,0
"4685","DYNLL1",0,0,0,1
"4686","TMEM168",0,0,0,0
"4687","TOB2",0,0,0,1
"4688","MAP2K4",0,0,0,0
"4689","SEC31A",0,0,0,1
"4690","OPLAH",0,0,0,0
"4691","STOM",0,0,0,1
"4692","DLG5",0,0,0,0
"4693","NME1",0,0,0,0
"4694","BCL2L12",0,0,0,0
"4695","METTL7A",0,0,0,0
"4696","LIMK1",0,0,0,0
"4697","LPP",0,0,0,1
"4698","ZBTB7C",0,0,0,0
"4699","RAD50",0,0,0,1
"4700","ESRP2",0,0,0,1
"4701","CDK14",0,0,0,0
"4702","MOB3A",0,0,0,0
"4703","FFAR2",0,0,0,0
"4704","SMPD2",0,0,0,0
"4705","BRD7",0,0,0,0
"4706","ZNRF1",0,0,0,1
"4707","CXorf38",0,0,0,0
"4708","SMYD5",0,0,0,0
"4709","PRPS2",0,0,0,1
"4710","GALNT7",0,0,0,1
"4711","COX18",0,0,0,0
"4712","PIK3C2B",0,0,0,0
"4713","CYP51A1",0,0,0,0
"4714","SMAD6",0,0,0,0
"4715","STYXL1",0,0,0,0
"4716","GPBP1",1,0,0,1
"4717","HSPE1",0,0,0,1
"4718","UTRN",0,0,0,1
"4719","SAMD8",0,0,0,0
"4720","NONO",0,0,0,1
"4721","ACOT7",0,0,0,0
"4722","FAM101B",0,0,0,0
"4723","ZMYM1",0,0,0,0
"4724","SMTN",0,0,0,0
"4725","ABCA10",0,0,0,0
"4726","C3AR1",0,0,0,0
"4727","VAMP2",0,0,0,0
"4728","SELENBP1",1,0,0,0
"4729","TTC1",0,0,0,0
"4730","HEG1",0,0,0,1
"4731","DCAF10",0,0,0,1
"4732","RASSF1",0,0,0,0
"4733","TET3",0,0,0,0
"4734","MINOS1",0,0,0,1
"4735","SMAP1",0,0,0,0
"4736","SCOC",0,0,0,1
"4737","DDHD2",0,0,0,0
"4738","LTK",0,0,0,0
"4739","TUBB4B",0,0,0,1
"4740","SLC10A3",0,0,0,0
"4741","ORC4",0,0,0,0
"4742","RCOR3",0,0,0,0
"4743","SPG7",0,0,0,1
"4744","PLSCR1",0,0,0,1
"4745","CNOT3",0,0,0,0
"4746","C4orf48",0,0,0,0
"4747","RET",0,0,0,1
"4748","OTUD5",0,0,0,0
"4749","EMC4",0,0,0,0
"4750","PAIP1",0,0,0,0
"4751","ZCCHC14",0,0,0,0
"4752","RBBP7",0,0,0,1
"4753","KRR1",0,0,0,0
"4754","PRKACA",0,0,0,0
"4755","PIGK",0,0,0,0
"4756","TMED8",0,0,0,0
"4757","BAG5",0,0,0,0
"4758","XIAP",0,0,0,0
"4759","THRB",0,0,0,0
"4760","PTPN18",0,0,0,0
"4761","KPNA1",0,0,0,1
"4762","FBXO2",0,0,0,0
"4763","TPGS2",0,0,0,0
"4764","TIMP2",1,0,1,1
"4765","STAU2",0,0,0,0
"4766","TRIM21",0,0,0,0
"4767","LRRC17",0,0,0,0
"4768","DESI2",0,0,0,1
"4769","ARID1A",0,0,0,1
"4770","MS4A7",0,0,0,0
"4771","QPRT",0,0,0,0
"4772","ZNF544",0,0,0,0
"4773","NRBP2",0,0,0,0
"4774","ADH1B",0,0,0,0
"4775","EPS8L2",0,0,0,0
"4776","HMGN2",0,0,0,1
"4777","PARP1",0,0,0,1
"4778","PIP4K2C",0,0,0,1
"4779","HMCES",0,0,0,1
"4780","CCAR1",0,0,0,1
"4781","ZNF451",0,0,0,0
"4782","CCDC160",0,0,0,0
