"","gene","BOOST_Ising","BOOST_GP","SPARK","BinSpect"
"6671","FAM98A",0,0,0,0
"6672","SVIL",0,0,0,1
"6673","SLC25A19",0,0,0,0
"6674","FNTA",0,0,0,1
"6675","ZNF304",0,0,0,0
"6676","PON2",0,0,0,0
"6677","DHX57",0,0,0,1
"6678","TBC1D3L",0,0,0,0
"6679","ZCCHC9",0,0,0,0
"6680","HSH2D",0,0,0,1
"6681","GPATCH2L",0,0,0,0
"6682","HSPB11",0,0,0,0
"6683","RPP14",0,0,0,0
"6684","AUH",0,0,0,0
"6685","AIM1",0,0,0,1
"6686","NRP1",0,0,0,0
"6687","HRASLS2",0,0,0,0
"6688","MRC1",0,0,0,0
"6689","IKBKE",0,0,0,0
"6690","ERP27",0,0,0,0
"6691","ATAD3C",0,0,0,0
"6692","ELAVL1",0,0,0,1
"6693","TOPORS",0,0,0,0
"6694","CREBBP",0,0,0,1
"6695","ZUFSP",0,0,0,0
"6696","CIZ1",0,0,0,0
"6697","TMED9",0,0,0,1
"6698","NRIP1",0,0,0,1
"6699","CCDC174",0,0,0,0
"6700","WRB",0,0,0,0
"6701","ZNF592",0,0,0,0
"6702","BCAM",0,0,0,1
"6703","DUSP11",0,0,0,0
"6704","DDX11",0,0,0,0
"6705","MAP3K8",0,0,0,0
"6706","COG5",0,0,0,0
"6707","MARVELD3",0,0,0,1
"6708","VAX1",0,0,0,0
"6709","ENO2",0,0,0,0
"6710","PPM1A",0,0,0,1
"6711","PFKP",0,0,0,0
"6712","EIF2D",0,0,0,0
"6713","LRRC45",0,0,0,0
"6714","TGFBR3L",0,0,0,0
"6715","NFKBIZ",0,0,0,1
"6716","HERC4",0,0,0,1
"6717","MORF4L1",0,0,0,0
"6718","ACTL8",0,0,0,0
"6719","NFKBIL1",0,0,0,0
"6720","ZNF600",0,0,0,0
"6721","EVPL",0,0,0,0
"6722","ZNF577",0,0,0,0
"6723","ATP11C",0,0,0,0
"6724","PIGO",0,0,0,0
"6725","MFSD2B",0,0,0,1
"6726","CBLL1",0,0,0,0
"6727","MATN3",0,0,0,1
"6728","ABCF2",0,0,0,0
"6729","SART3",0,0,0,0
"6730","KIAA1644",0,0,0,0
"6731","FAHD1",0,0,0,0
"6732","TMEM143",0,0,0,0
"6733","PDGFA",0,0,0,0
"6734","BCAS1",0,0,0,0
"6735","PAM",0,0,0,1
"6736","ANO1",1,0,0,1
"6737","ADCY6",0,0,0,0
"6738","IL1RN",0,0,0,0
"6739","IFI44L",0,0,0,1
"6740","NAIP",0,0,0,0
"6741","IRS2",0,0,0,0
"6742","SFMBT2",0,0,0,0
"6743","PPP2CA",0,0,0,1
"6744","EPHA1",0,0,0,0
"6745","CHMP5",0,0,0,1
"6746","KIAA1033",0,0,0,0
"6747","GPT2",0,0,0,0
"6748","CCDC90B",0,0,0,0
"6749","BTN3A2",0,0,0,0
"6750","ZBTB20",0,0,0,0
"6751","UBE2N",0,0,0,1
"6752","EBF4",0,0,0,1
"6753","DZIP1",0,0,0,0
"6754","ADAT2",0,0,0,0
"6755","OSBPL8",1,0,0,1
"6756","ALAS1",0,0,0,0
"6757","PSMG1",0,0,0,0
"6758","LOXL1",0,0,0,1
"6759","ATF6B",0,0,0,0
"6760","MFAP3L",0,0,0,0
"6761","NOL4L",0,0,0,0
"6762","CSTF1",0,0,0,0
"6763","DPP7",0,0,0,0
"6764","MAPT",0,0,0,0
"6765","TTC6",0,0,0,0
"6766","TFAM",0,0,0,0
"6767","EMX2",0,0,0,0
"6768","CYB5R1",0,0,0,0
"6769","SH3GLB2",0,0,0,0
"6770","SEPP1",0,0,0,0
"6771","IFNAR2",0,0,0,0
"6772","UBE2T",0,0,0,0
"6773","BAG3",0,0,0,0
"6774","PDE7A",0,0,0,0
"6775","P4HA2",0,0,0,1
"6776","C8orf82",0,0,0,0
"6777","TSPAN6",0,0,0,0
"6778","ITGA4",0,0,0,0
"6779","GCNT2",0,0,0,0
"6780","KLHL5",0,0,0,0
"6781","MYOF",0,0,0,0
"6782","EMC10",0,0,0,1
"6783","BCKDHB",0,0,0,0
"6784","RNF128",0,0,0,0
"6785","TBX3",0,0,0,1
"6786","CORO7",0,0,0,0
"6787","BCL7A",0,0,0,0
"6788","TNRC6C",0,0,0,0
"6789","NBPF12",0,0,0,1
"6790","GNA12",0,0,0,0
"6791","ULK3",0,0,0,0
"6792","ATXN7L3",0,0,0,0
"6793","CXXC4",0,0,0,0
"6794","MTRNR2L6",0,0,0,0
"6795","C6orf89",0,0,0,0
"6796","ACO1",0,0,0,0
"6797","MDC1",0,0,0,0
"6798","OGFR",0,0,0,0
"6799","RNF10",0,0,0,0
"6800","CAPN7",0,0,0,0
"6801","UBALD2",0,0,0,1
"6802","BRAT1",0,0,0,0
"6803","SLCO2B1",0,0,0,1
"6804","VPS26A",0,0,0,1
"6805","CCDC122",0,0,0,0
"6806","CYB5D2",0,0,0,0
"6807","FZR1",0,0,0,0
"6808","CEBPZOS",0,0,0,0
"6809","CILP",0,0,1,1
"6810","SH2D3C",0,0,0,0
"6811","GSTM4",0,0,0,0
"6812","FAM204A",0,0,0,0
"6813","TOLLIP",0,0,0,1
"6814","BRAP",0,0,0,0
"6815","ATP5G1",0,0,0,1
"6816","C7orf31",0,0,0,0
"6817","UEVLD",0,0,0,1
"6818","TMEM218",0,0,0,0
"6819","NAPB",0,0,0,0
"6820","POMT2",0,0,0,0
"6821","RP11.244H3.4",0,0,0,0
"6822","ZMYM6",0,0,0,0
"6823","SESN1",0,0,0,1
"6824","SLC25A23",0,0,0,0
"6825","ATG10",0,0,0,0
"6826","CASK",0,0,0,1
"6827","LGALSL",0,0,0,0
"6828","ACADM",0,0,0,0
"6829","DDX19B",0,0,0,0
"6830","SLURP1",0,0,0,0
"6831","TEX261",0,0,0,0
"6832","DZIP1L",0,0,0,0
"6833","MALSU1",0,0,0,1
"6834","USF1",0,0,0,0
"6835","COBL",0,0,0,0
"6836","KCTD3",0,0,0,1
"6837","KATNBL1",0,0,0,0
"6838","PPP2R1A",0,0,0,1
"6839","NUBP2",0,0,0,1
"6840","RP3.509I19.11",0,0,0,0
"6841","AKR1A1",0,0,0,0
"6842","SFSWAP",0,0,0,0
"6843","ELMO1",0,0,0,0
"6844","ANKS3",0,0,0,0
"6845","RDH11",0,0,0,1
"6846","PTTG1",0,0,0,0
"6847","MED10",0,0,0,0
"6848","KDM3A",0,0,0,0
"6849","C8orf33",0,0,0,1
"6850","IMPDH2",0,0,0,0
"6851","OPTN",0,0,0,0
"6852","CLK1",0,0,0,0
"6853","MARCH1",0,0,0,0
"6854","TTC9",0,0,0,1
"6855","HMGCR",0,0,0,1
"6856","SRBD1",0,0,0,0
"6857","DENND4C",0,0,0,0
"6858","YEATS4",0,0,0,0
"6859","SH2B3",0,0,0,0
"6860","UBXN7",0,0,0,0
"6861","NDN",0,0,0,0
"6862","MOAP1",0,0,0,1
"6863","C11orf70",0,0,0,0
"6864","NFKBID",0,0,0,0
"6865","RNF20",0,0,0,0
"6866","CLEC4F",0,0,0,0
"6867","OPHN1",0,0,0,0
"6868","STK11",0,0,0,0
"6869","ZBTB46",0,0,0,0
"6870","NUMB",0,0,0,1
"6871","ASXL2",0,0,0,0
"6872","ZNF84",0,0,0,0
"6873","GNL3",0,0,0,0
"6874","SERHL2",0,0,0,1
"6875","PIWIL4",0,0,0,0
"6876","EVI2B",0,0,0,0
"6877","PCSK5",0,0,0,0
"6878","ARRDC3",0,0,0,0
"6879","RARRES2",0,0,0,0
"6880","PEG3",0,0,0,0
"6881","VPS13D",0,0,0,1
"6882","CDK10",0,0,0,1
"6883","FZD7",0,0,0,0
"6884","ARFGEF1",0,0,0,0
"6885","COPRS",0,0,0,1
"6886","GALNT16",0,0,0,0
"6887","CDK17",0,0,0,0
"6888","PCMTD1",0,0,0,1
"6889","NID1",0,0,0,1
"6890","KIF6",0,0,0,0
"6891","RABL2A",0,0,0,0
"6892","RASD2",0,0,0,0
"6893","PYGO2",0,0,0,0
"6894","CA2",0,0,0,0
"6895","MRPL30",0,0,0,0
"6896","SH3BP4",0,0,0,0
"6897","SLC37A4",0,0,0,0
"6898","TIGD5",0,0,0,0
"6899","IRF7",0,0,0,1
"6900","MMP10",0,0,0,0
"6901","SCMH1",0,0,0,0
"6902","PFDN4",0,0,0,1
"6903","TUBGCP6",0,0,0,0
"6904","ZNF253",0,0,0,0
"6905","SLC13A4",0,0,0,0
"6906","STARD7",0,0,0,1
"6907","SLC12A4",0,0,0,0
"6908","CD1B",0,0,0,0
"6909","CLIP3",0,0,0,0
"6910","BNIP2",0,0,0,1
"6911","TMEM150C",0,0,0,0
"6912","DECR2",0,0,0,1
"6913","MYO5C",0,0,0,1
"6914","CNNM2",0,0,0,0
"6915","WDR18",0,0,0,1
"6916","C16orf70",0,0,0,0
"6917","TARS",1,0,0,1
"6918","FABP3",0,0,0,0
"6919","CLEC12A",0,0,0,0
"6920","DOCK9",0,0,0,1
"6921","DPH5",0,0,0,0
"6922","SLC36A4",0,0,0,0
"6923","MRPL57",0,0,0,0
"6924","KLHL24",0,0,0,0
"6925","CFB",0,0,0,1
"6926","LRCH4",0,0,0,0
"6927","EXOSC9",0,0,0,0
"6928","YAP1",0,0,0,1
"6929","KCNK15",0,0,0,0
"6930","FAM184A",0,0,0,0
"6931","GINM1",0,0,0,0
"6932","ZNF771",0,0,0,0
"6933","RP11.793H13.10",0,0,0,0
"6934","ALG12",0,0,0,0
"6935","TMEM87A",0,0,0,1
"6936","SPG21",0,0,0,1
"6937","AGT",0,0,1,1
"6938","MRPL10",0,0,0,0
"6939","GBGT1",0,0,0,0
"6940","KAT6A",0,0,0,0
"6941","ZNF691",0,0,0,0
"6942","DRAM2",0,0,0,1
"6943","SLC19A1",0,0,0,0
"6944","MRFAP1L1",0,0,0,0
"6945","SLC9A1",0,0,0,0
"6946","OXSR1",0,0,0,0
"6947","ZNF572",0,0,0,0
"6948","AHDC1",0,0,0,0
"6949","U2AF2",0,0,0,1
"6950","GNPAT",0,0,0,1
"6951","MAP1LC3B2",0,0,0,0
"6952","CCDC23",0,0,0,0
"6953","RPL39L",0,0,0,1
"6954","RASA4B",0,0,0,0
"6955","DHRS12",0,0,0,0
"6956","POLR2J3",0,0,0,0
"6957","MRPS27",0,0,0,0
"6958","FOXK2",0,0,0,0
"6959","SNX19",0,0,0,1
"6960","OSGIN2",0,0,0,0
"6961","NKIRAS2",0,0,0,0
"6962","LSM10",0,0,0,0
"6963","MLLT1",0,0,0,1
"6964","GOPC",0,0,0,1
"6965","GLOD4",0,0,0,0
"6966","TCEA3",0,0,0,0
"6967","ELOVL1",1,0,0,1
"6968","CYP2B6",0,0,0,0
"6969","TBCCD1",0,0,0,0
"6970","RPL3L",0,0,0,0
"6971","CMTM8",0,0,0,1
"6972","SIK1",0,0,0,0
"6973","PXN",0,0,0,0
"6974","PLEKHF1",0,0,0,0
"6975","PPFIA2",0,0,0,0
"6976","ICOS",0,0,0,0
"6977","ARHGAP5",0,0,0,1
"6978","AMPD2",0,0,0,0
"6979","KLF13",0,0,0,0
"6980","OST4",0,0,0,0
"6981","FN3KRP",0,0,0,0
"6982","KANK1",0,0,0,0
"6983","REXO4",0,0,0,0
"6984","UCHL3",0,0,0,0
"6985","LY86",0,0,0,0
"6986","RBM7",0,0,0,1
"6987","ODF3B",0,0,0,0
"6988","C17orf58",0,0,0,0
"6989","UBE2E2",0,0,0,0
"6990","ERC1",0,0,0,0
"6991","SHQ1",0,0,0,0
"6992","VPS36",0,0,0,0
"6993","WNT5A",0,0,0,0
"6994","ADAM19",0,0,0,0
"6995","TESK2",0,0,0,0
"6996","TRAPPC6B",0,0,0,0
"6997","NCOA7",0,0,0,1
"6998","CNTROB",0,0,0,0
"6999","EML2",0,0,0,0
"7000","RNF185",0,0,0,0
"7001","ARHGEF6",0,0,0,0
"7002","DYNLRB1",0,0,0,0
"7003","LSM14B",0,0,0,1
"7004","LRRFIP2",0,0,0,1
"7005","LDLRAD1",0,0,0,0
"7006","CCDC80",0,0,1,1
"7007","APOBEC3G",0,0,0,0
"7008","EFCAB14",0,0,0,1
"7009","SSNA1",0,0,0,0
"7010","ZNF266",0,0,0,0
"7011","TAF2",0,0,0,1
"7012","MITF",0,0,0,0
"7013","TRAM2",0,0,0,0
"7014","RAD17",0,0,0,0
"7015","TMEM154",0,0,0,0
"7016","FHL2",0,0,0,1
"7017","CCL5",0,0,0,1
"7018","ISG20",0,0,0,0
"7019","AGO4",0,0,0,0
"7020","PAOX",0,0,0,0
"7021","ANKRD50",0,0,0,0
"7022","CNIH3",0,0,0,0
"7023","CHERP",0,0,0,0
"7024","ZFP1",0,0,0,0
"7025","SLC35D1",0,0,0,0
"7026","HACE1",0,0,0,0
"7027","SLC12A8",0,0,0,1
"7028","MTX3",0,0,0,0
"7029","RCAN3",0,0,0,0
"7030","LINC00116",0,0,0,0
"7031","AMY1A",0,0,0,0
"7032","ZNF148",0,0,0,0
"7033","RASSF2",0,0,0,0
"7034","STAT5A",0,0,0,0
"7035","FAM129C",0,0,0,0
"7036","FAM214B",0,0,0,0
"7037","ZNF28",0,0,0,0
"7038","MAP2K7",0,0,0,0
"7039","HLA.F",0,0,0,1
"7040","ATF7IP",0,0,0,1
"7041","SHISA2",0,0,0,0
"7042","PODXL",0,0,0,0
"7043","XAB2",0,0,0,0
"7044","SLC25A4",0,0,0,1
"7045","ZXDC",0,0,0,0
"7046","FAM207A",0,0,0,0
"7047","TUBA4A",0,0,0,0
"7048","HECA",0,0,0,1
"7049","MYO1B",0,0,0,0
"7050","ZNF787",0,0,0,0
"7051","DDT",0,0,0,0
"7052","C19orf53",0,0,0,0
"7053","PLEKHA8",0,0,0,0
"7054","SLC25A26",0,0,0,0
"7055","EIF2S3L",0,0,0,0
"7056","RAB11FIP4",0,0,0,0
"7057","ALDOC",0,0,0,0
"7058","C5orf38",0,0,0,1
"7059","RNF157",0,0,0,0
"7060","B4GALT1",0,0,0,1
"7061","PYCR1",0,0,0,0
"7062","MORC2",0,0,0,0
"7063","EREG",0,0,0,0
"7064","AKIRIN2",0,0,0,0
"7065","STAU1",0,0,0,1
"7066","CSRNP1",0,0,0,0
"7067","PGM5",0,0,0,0
"7068","FANCF",0,0,0,0
"7069","SURF4",0,0,0,1
"7070","SALL2",0,0,0,0
"7071","PARVB",0,0,0,0
"7072","SEMA6A",0,0,0,0
"7073","C17orf85",0,0,0,0
"7074","ZNF783",0,0,0,0
"7075","PEX7",0,0,0,0
"7076","RMND5A",0,0,0,1
"7077","COX14",0,0,0,1
"7078","SLC6A4",0,0,0,0
"7079","TMEM14C",0,0,0,1
"7080","RAB3D",0,0,0,1
"7081","KNTC1",0,0,0,0
"7082","C19orf66",0,0,0,0
"7083","CYTH1",0,0,0,1
"7084","CLOCK",0,0,0,0
"7085","RARB",0,0,0,0
"7086","MED24",0,0,0,1
"7087","PPFIA3",0,0,0,0
"7088","C18orf25",0,0,0,0
"7089","POLM",0,0,0,0
"7090","QSER1",0,0,0,0
"7091","C5orf28",0,0,0,0
"7092","TMX3",0,0,0,0
"7093","ATF7",0,0,0,0
"7094","ZNF330",0,0,0,0
"7095","MISP",0,0,0,0
"7096","TAOK2",0,0,0,1
"7097","CYB5RL",0,0,0,0
"7098","DENND1B",0,0,0,0
"7099","ZNF92",0,0,0,0
"7100","CATSPERB",0,0,0,0
"7101","CSE1L",0,0,0,1
"7102","SCRN1",0,0,0,0
"7103","JPH2",0,0,0,0
"7104","ZHX3",0,0,0,0
"7105","ZNF764",0,0,0,0
"7106","FAM65A",0,0,0,0
"7107","RBM15",0,0,0,0
"7108","RNF122",0,0,0,0
"7109","KIF1BP",0,0,0,0
"7110","TLK1",0,0,0,0
"7111","KCTD5",0,0,0,1
"7112","HOXA11",0,0,0,0
"7113","MTX1",0,0,0,1
"7114","PFKFB4",0,0,0,0
"7115","SWAP70",0,0,0,1
"7116","UBE3A",1,0,0,1
"7117","ATRAID",0,0,0,1
"7118","MRPS15",0,0,0,0
"7119","NIT1",0,0,0,0
"7120","CROT",0,0,0,0
"7121","FBXO4",0,0,0,0
"7122","TFCP2",0,0,0,1
"7123","FBXO6",0,0,0,0
"7124","TCTEX1D4",0,0,0,0
"7125","TAF15",0,0,0,0
"7126","MRRF",0,0,0,0
"7127","PNKP",0,0,0,0
"7128","GTSE1",0,0,0,0
"7129","ARRB1",0,0,0,0
"7130","MADD",0,0,0,0
"7131","SLFN5",0,0,0,0
"7132","GGPS1",0,0,0,1
"7133","SOAT1",0,0,0,0
"7134","PNKD",0,0,0,0
"7135","EGFL6",0,0,0,0
"7136","ARHGEF10",0,0,0,0
"7137","RWDD2A",0,0,0,0
"7138","NGLY1",0,0,0,1
"7139","MYO9A",0,0,0,0
"7140","FAM102B",0,0,0,1
"7141","CLEC16A",0,0,0,0
"7142","HNRNPU",0,1,0,0
"7143","DNAJB12",0,0,0,1
"7144","CTDSP1",0,0,0,0
"7145","RBM15B",0,0,0,0
"7146","EGFL7",0,0,0,0
"7147","DIS3",0,0,0,1
"7148","ACBD4",0,0,0,0
"7149","SLC22A18",0,0,0,0
"7150","VCL",0,0,0,1
"7151","SLC7A5",0,0,0,1
"7152","FAM63B",0,0,0,0
"7153","HDAC5",0,0,0,0
"7154","PDK1",0,0,0,0
"7155","CHIC1",0,0,0,0
"7156","NAALADL2",0,0,0,0
"7157","DHX29",0,0,0,0
"7158","PLA2G12A",0,0,0,1
"7159","ADHFE1",0,0,0,0
"7160","ZNF736",0,0,0,0
"7161","MGAT5B",0,0,0,0
"7162","MFAP1",0,0,0,1
"7163","CUL4A",0,0,0,1
"7164","GJA4",0,0,0,0
"7165","MRPS5",0,0,0,1
"7166","TINF2",0,0,0,0
"7167","TATDN2",0,0,0,0
"7168","TISP43",0,0,0,0
"7169","DPF2",0,0,0,0
"7170","SRPK2",0,0,0,0
"7171","MCM7",0,0,0,1
"7172","FAM122B",0,0,0,0
"7173","EIF3D",0,0,0,1
"7174","AP4B1",0,0,0,0
"7175","TNRC6B",0,0,0,1
"7176","CSNK1G2",0,0,0,1
"7177","ARSD",0,0,0,0
"7178","FSTL4",0,0,0,0
"7179","TMEM254",0,0,0,0
"7180","KBTBD6",0,0,0,0
"7181","ERMP1",0,0,0,0
"7182","RABIF",0,0,0,0
"7183","MAP2K3",0,0,0,0
"7184","KIAA0895L",0,0,0,0
"7185","SLC35A5",0,0,0,0
"7186","DAD1",0,0,0,1
"7187","UPP1",0,0,0,0
"7188","ARPC5",0,0,0,1
"7189","SPATA7",0,0,0,0
"7190","MDM2",0,0,0,1
"7191","TSPAN1",0,0,0,0
"7192","C12orf49",0,0,0,0
"7193","RBM12B",0,0,0,0
"7194","IL18R1",0,0,0,0
"7195","FMNL2",0,0,0,0
"7196","ABHD5",0,0,0,0
"7197","LAIR1",0,0,0,0
"7198","RNASE4",0,0,0,0
"7199","ANKRD36B",0,0,0,0
"7200","DCP1B",0,0,0,0
"7201","PBXIP1",0,0,0,0
"7202","PCM1",0,0,0,0
"7203","CCT6A",0,0,0,1
"7204","DHFRL1",0,0,0,0
"7205","SPSB2",0,0,0,0
"7206","STK32B",0,0,0,0
"7207","TRIM13",0,0,0,0
"7208","PRKCB",0,0,0,0
"7209","ETV4",0,0,0,0
"7210","RAB40B",0,0,0,0
"7211","SEPT10",0,0,0,0
"7212","KLF4",0,0,0,0
"7213","ASAH2",0,0,0,0
"7214","ADAT3",0,0,0,0
"7215","DYNC1LI2",0,0,0,1
"7216","SLC4A3",0,0,0,0
"7217","COLEC12",0,0,0,0
"7218","ASH2L",0,0,0,0
"7219","CARD9",0,0,0,0
"7220","ZNF570",0,0,0,0
"7221","PWP1",0,0,0,0
"7222","CST6",0,0,0,0
"7223","PRADC1",0,0,0,0
"7224","GLTP",0,0,0,1
"7225","TFDP1",0,0,0,1
"7226","TMA16",0,0,0,0
"7227","RGS14",0,0,0,0
"7228","KLHL42",0,0,0,1
"7229","NAA15",0,0,0,1
"7230","PLBD1",0,0,0,0
"7231","MIIP",0,0,0,0
"7232","DHRS3",0,0,0,0
"7233","EBP",0,0,0,0
"7234","SLIT3",0,0,0,0
"7235","MRPL42",0,0,0,1
"7236","NFYA",0,0,0,0
"7237","PRG4",0,0,0,0
"7238","CECR2",0,0,0,0
"7239","FADD",0,0,0,1
"7240","FSTL3",0,0,0,0
"7241","EMD",0,0,0,0
"7242","ATXN7",0,0,0,0
"7243","MYO1G",0,0,0,0
"7244","ITGAM",0,0,0,0
"7245","GPBP1L1",0,0,0,0
"7246","LIMS2",0,0,0,0
"7247","F8",0,0,0,0
"7248","CYB5R4",0,0,0,0
"7249","SNRPD3",0,0,0,1
"7250","TUB",0,0,0,0
"7251","ADCK2",0,0,0,0
"7252","MAD2L1",0,0,0,0
"7253","SHMT2",0,0,0,0
"7254","FAM110C",0,0,0,0
"7255","PYCR2",0,0,0,1
"7256","ARID2",0,0,0,0
"7257","FAT1",0,0,0,1
"7258","PRPF38B",0,0,0,0
"7259","ZNF138",0,0,0,0
"7260","ZNF292",0,0,0,0
"7261","DDX10",0,0,0,0
"7262","RAB11FIP2",0,0,0,0
"7263","AK1",0,0,0,0
"7264","LEPROT",1,0,0,1
"7265","CEP57L1",0,0,0,0
"7266","DYNC1LI1",0,0,0,1
"7267","ARHGEF1",0,0,0,0
"7268","DBP",0,0,0,0
"7269","IL7R",0,0,0,0
"7270","PUS10",0,0,0,0
"7271","ESYT2",0,0,0,0
"7272","PHC1",0,0,0,0
"7273","PLEKHA3",0,0,0,0
"7274","RNASEH1",0,0,0,0
"7275","GPR85",0,0,0,0
"7276","CDC23",0,0,0,0
"7277","ELN",0,0,0,0
"7278","H3F3C",0,0,0,0
"7279","MOCS3",0,0,0,0
"7280","ACSF2",0,0,0,0
"7281","PPP1R15A",0,0,0,0
"7282","PCBD2",0,0,0,0
"7283","PRX",0,0,0,0
"7284","ATG16L1",0,0,0,0
"7285","DGAT2",0,0,0,0
"7286","GABPB2",0,0,0,0
"7287","ERBB4",0,0,0,0
"7288","TXNRD1",0,0,0,1
"7289","CELF5",0,0,0,0
"7290","GRPEL1",0,0,0,0
"7291","FMNL1",0,0,0,0
"7292","NMNAT1",0,0,0,0
"7293","CTPS1",0,0,0,0
"7294","VSIG4",0,0,0,0
"7295","GAP43",0,0,0,0
"7296","SHKBP1",0,0,0,0
"7297","TMEM164",0,0,0,0
"7298","SNX33",0,0,0,0
"7299","BID",0,0,0,1
"7300","USP6NL",0,0,0,1
"7301","SLC44A4",0,0,0,1
"7302","TRAM1L1",0,0,0,0
"7303","FAXC",0,0,0,0
"7304","UBTF",0,0,0,1
"7305","ATP6V0A2",0,0,0,0
"7306","ZFC3H1",0,0,0,0
"7307","ADCY3",0,0,0,0
"7308","TAF6",0,0,0,0
"7309","SGK223",0,0,0,0
"7310","TFG",0,0,0,1
"7311","PTBP2",0,0,0,0
"7312","LIF",0,0,0,0
"7313","YARS2",0,0,0,0
"7314","CLEC18A",0,0,0,0
"7315","PIGA",0,0,0,0
"7316","ZC3H7B",0,0,0,0
"7317","CHMP2A",0,0,0,0
"7318","FCF1",0,0,0,0
"7319","OARD1",0,0,0,0
"7320","DERL3",0,0,0,0
"7321","GUSB",0,0,0,1
"7322","ARSB",0,0,0,0
"7323","ITGB4",0,0,0,1
"7324","THAP1",0,0,0,0
"7325","IL15",0,0,0,0
"7326","CHTOP",0,0,0,0
"7327","RAB3GAP2",0,0,0,1
"7328","FAN1",0,0,0,0
"7329","CD163",0,0,0,0
"7330","KIDINS220",0,0,0,0
"7331","HEPH",0,0,0,0
"7332","DDX56",0,0,0,0
"7333","TSPAN15",0,0,0,1
"7334","EHD4",0,0,0,1
"7335","POLR2M",0,0,0,0
"7336","RXRB",0,0,0,0
"7337","GALM",0,0,0,0
"7338","TMBIM1",0,0,0,0
"7339","SUGCT",0,0,0,0
"7340","ZNF587",0,0,0,0
"7341","SP6",0,0,0,0
"7342","CLMN",0,0,0,1
"7343","RCBTB2",0,0,0,0
"7344","LRIG3",0,0,0,0
"7345","MORN2",0,0,0,0
"7346","PITRM1",0,0,0,1
"7347","FBXO10",0,0,0,0
"7348","IDH3G",0,0,0,0
"7349","THOC3",0,0,0,0
"7350","REPS1",0,0,0,0
"7351","CHI3L1",0,0,0,0
"7352","RP2",0,0,0,0
"7353","SMARCA2",0,0,0,1
"7354","EME2",0,0,0,0
"7355","CACUL1",0,0,0,1
"7356","TTC32",0,0,0,0
"7357","ZNF274",0,0,0,0
"7358","PUS1",0,0,0,0
"7359","RAD18",0,0,0,0
"7360","SMAD5",0,0,0,1
"7361","PNN",0,0,0,1
"7362","BAP1",0,0,0,0
"7363","LRP2",0,0,0,0
"7364","ZNF576",0,0,0,0
"7365","REEP6",0,0,0,0
"7366","ARMCX4",0,0,0,0
"7367","SOX12",0,0,0,0
"7368","POMGNT2",0,0,0,0
"7369","DSG3",0,0,0,0
"7370","PPHLN1",0,0,0,0
"7371","CTBP2",0,0,0,1
"7372","AVIL",0,0,0,0
"7373","IL4I1",0,0,0,0
"7374","ACAD10",0,0,0,0
"7375","AKR7A3",0,0,0,1
"7376","DOCK1",0,0,0,0
"7377","GOLGA1",0,0,0,0
"7378","PIM2",0,0,0,1
"7379","PHTF1",0,0,0,0
"7380","CADPS2",0,0,0,0
"7381","MYNN",0,0,0,0
"7382","SIAH2",0,0,0,0
"7383","ELMOD3",0,0,0,0
"7384","SKI",0,0,0,0
"7385","NR2F1",0,0,0,0
"7386","CCDC61",0,0,0,0
"7387","TNS3",0,0,0,0
"7388","ZDHHC5",1,0,0,0
"7389","SMEK2",0,0,0,1
"7390","CMC1",0,0,0,1
"7391","IGBP1",0,0,0,0
"7392","RGS5",0,0,0,1
"7393","SLC2A8",0,0,0,0
"7394","TFAP4",0,0,0,0
"7395","JAK2",0,0,0,0
"7396","BRD9",0,0,0,0
"7397","GATB",0,0,0,0
"7398","ICT1",0,0,0,0
"7399","WISP2",0,0,0,0
"7400","U2AF1",0,0,0,1
"7401","VSTM4",0,0,0,0
"7402","ST3GAL1",0,0,0,0
"7403","CNTN1",0,0,0,0
"7404","PJA1",0,0,0,0
"7405","C17orf49",0,0,0,0
"7406","SF3A1",0,0,0,0
"7407","CD5",0,0,0,0
"7408","SAP18",0,0,0,1
"7409","VARS",0,0,0,0
"7410","ZNF608",0,0,0,0
"7411","ZBTB45",0,0,0,0
"7412","LIMD2",0,0,0,0
"7413","CLIP1",0,0,0,0
"7414","CRTC1",0,0,0,0
"7415","NUAK1",0,0,0,0
"7416","PLEKHA1",0,0,0,0
"7417","AK4",0,0,0,0
"7418","CEP170B",0,0,0,0
"7419","UBA1",0,0,0,1
"7420","SLC27A5",0,0,0,0
"7421","FAM118A",0,0,0,0
"7422","LRRN1",0,0,0,0
"7423","ROR2",0,0,0,0
"7424","RDH14",0,0,0,1
"7425","WDR77",0,0,0,0
"7426","PCDHB16",0,0,0,0
"7427","STMN3",0,0,0,0
"7428","ARHGAP15",0,0,0,0
"7429","RALGAPB",0,0,0,1
"7430","CCZ1B",0,0,0,0
"7431","NSMCE1",0,0,0,0
"7432","COMTD1",0,0,0,0
"7433","GEN1",0,0,0,0
"7434","GRAMD4",0,0,0,0
"7435","MYBL2",0,0,0,1
"7436","HDAC10",0,0,0,0
"7437","PHAX",0,0,0,0
"7438","SLC22A23",0,0,0,0
"7439","SBF1",0,0,0,1
"7440","CEPT1",0,0,0,1
"7441","PIKFYVE",0,0,0,0
"7442","MAPK8IP1",0,0,0,0
"7443","SEPT1",0,0,0,0
"7444","MTCL1",0,0,0,0
"7445","TOR1B",0,0,0,0
"7446","TEX22",0,0,0,0
"7447","ANGPTL4",0,0,0,0
"7448","ZC3H7A",0,0,0,0
"7449","PPP2R3A",0,0,0,0
